ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
CC	GO:0042582	azurophil granule	155	-0.414412005832466	-1.64485116302292	8.48947957111195e-06	0.000444938684276688	0.000390060368443352	8825	tags=28%, list=15%, signal=24%	ENSG00000239264/ENSG00000135677/ENSG00000118308/ENSG00000148334/ENSG00000164713/ENSG00000197561/ENSG00000169919/ENSG00000049860/ENSG00000169385/ENSG00000147813/ENSG00000064601/ENSG00000079950/ENSG00000102580/ENSG00000163932/ENSG00000171051/ENSG00000135404/ENSG00000164821/ENSG00000111816/ENSG00000124469/ENSG00000122359/ENSG00000188811/ENSG00000115271/ENSG00000001036/ENSG00000239839/ENSG00000240247/ENSG00000170266/ENSG00000092929/ENSG00000206047/ENSG00000026297/ENSG00000166900/ENSG00000125730/ENSG00000117115/ENSG00000179163/ENSG00000196136/ENSG00000172794/ENSG00000124406/ENSG00000145287/ENSG00000086548/ENSG00000090382/ENSG00000112299/ENSG00000228278/ENSG00000118271/ENSG00000275896/ENSG00000162896
BP	GO:0015701	bicarbonate transport	36	-0.688234283664017	-2.2536952258734	9.52320316813162e-06	0.000492592352108455	0.000431836478026526	7405	tags=50%, list=13%, signal=44%	ENSG00000147804/ENSG00000215883/ENSG00000164889/ENSG00000142959/ENSG00000138821/ENSG00000225697/ENSG00000112077/ENSG00000050438/ENSG00000145217/ENSG00000174502/ENSG00000104635/ENSG00000144290/ENSG00000112053/ENSG00000080493/ENSG00000139540/ENSG00000167434/ENSG00000001626/ENSG00000091138
BP	GO:0003073	regulation of systemic arterial blood pressure	101	-0.48525796365282	-1.8658179003312	9.52023744643035e-06	0.000492592352108455	0.000431836478026526	9508	tags=38%, list=16%, signal=32%	ENSG00000187848/ENSG00000128165/ENSG00000106991/ENSG00000164251/ENSG00000163751/ENSG00000143839/ENSG00000180914/ENSG00000126895/ENSG00000175206/ENSG00000108684/ENSG00000099139/ENSG00000171303/ENSG00000149295/ENSG00000043591/ENSG00000198049/ENSG00000151490/ENSG00000133116/ENSG00000164867/ENSG00000166664/ENSG00000185551/ENSG00000147571/ENSG00000167332/ENSG00000136160/ENSG00000176387/ENSG00000165895/ENSG00000186115/ENSG00000186204/ENSG00000159640/ENSG00000167748/ENSG00000130234/ENSG00000142515/ENSG00000124205/ENSG00000153904/ENSG00000110680/ENSG00000120937/ENSG00000101188/ENSG00000007952/ENSG00000135744
BP	GO:0006958	complement activation, classical pathway	40	-0.668568553622383	-2.20292451348746	1.02377295575965e-05	0.000519367895633456	0.00045530955137732	5302	tags=42%, list=9%, signal=39%	ENSG00000203710/ENSG00000211893/ENSG00000211896/ENSG00000125730/ENSG00000205403/ENSG00000117322/ENSG00000176919/ENSG00000211897/ENSG00000211890/ENSG00000166278/ENSG00000196352/ENSG00000211895/ENSG00000211898/ENSG00000039537/ENSG00000157131/ENSG00000123838/ENSG00000123843
BP	GO:0048255	mRNA stabilization	72	-0.549972960824785	-2.04849816462514	1.01740797763874e-05	0.000519367895633456	0.00045530955137732	5239	tags=14%, list=9%, signal=13%	ENSG00000112773/ENSG00000082512/ENSG00000183508/ENSG00000163694/ENSG00000168646/ENSG00000205916/ENSG00000111701/ENSG00000187191/ENSG00000188120/ENSG00000205944
MF	GO:0015108	chloride transmembrane transporter activity	119	-0.461134615486929	-1.80200584136877	1.02156615566402e-05	0.000519367895633456	0.00045530955137732	5409	tags=30%, list=9%, signal=28%	ENSG00000225697/ENSG00000171365/ENSG00000185101/ENSG00000101958/ENSG00000113504/ENSG00000187730/ENSG00000050438/ENSG00000145864/ENSG00000111181/ENSG00000145217/ENSG00000174502/ENSG00000165646/ENSG00000142319/ENSG00000163288/ENSG00000167608/ENSG00000189143/ENSG00000144290/ENSG00000166206/ENSG00000146205/ENSG00000171714/ENSG00000086159/ENSG00000094755/ENSG00000112053/ENSG00000073464/ENSG00000159212/ENSG00000106688/ENSG00000064651/ENSG00000151834/ENSG00000162383/ENSG00000164363/ENSG00000112782/ENSG00000132911/ENSG00000036565/ENSG00000001626/ENSG00000016490/ENSG00000091138
BP	GO:0090207	regulation of triglyceride metabolic process	45	-0.650962821138671	-2.19325803496823	1.15545440210562e-05	0.000582437333647381	0.000510600064651569	6987	tags=31%, list=12%, signal=27%	ENSG00000025434/ENSG00000234906/ENSG00000197296/ENSG00000177666/ENSG00000105851/ENSG00000214456/ENSG00000125730/ENSG00000110243/ENSG00000130988/ENSG00000111701/ENSG00000187288/ENSG00000110245/ENSG00000283926/ENSG00000110244
MF	GO:0015370	solute:sodium symporter activity	79	-0.513598931463004	-1.90745472861103	1.18290658426716e-05	0.000592501437208246	0.000519422871212847	4649	tags=34%, list=8%, signal=32%	ENSG00000158865/ENSG00000050438/ENSG00000111181/ENSG00000170482/ENSG00000165646/ENSG00000142319/ENSG00000144290/ENSG00000268104/ENSG00000157765/ENSG00000253598/ENSG00000100170/ENSG00000106688/ENSG00000064651/ENSG00000124568/ENSG00000188338/ENSG00000011083/ENSG00000117834/ENSG00000162383/ENSG00000164363/ENSG00000105641/ENSG00000036565/ENSG00000125255/ENSG00000080493/ENSG00000007216/ENSG00000137860/ENSG00000163817/ENSG00000146039
MF	GO:0098531	ligand-modulated transcription factor activity	60	-0.563104933288696	-1.99114019592841	1.19908847072096e-05	0.000596829318068282	0.000523216955347359	8326	tags=37%, list=14%, signal=31%	ENSG00000119508/ENSG00000120798/ENSG00000148200/ENSG00000123358/ENSG00000151090/ENSG00000131759/ENSG00000025434/ENSG00000196482/ENSG00000153234/ENSG00000140526/ENSG00000126351/ENSG00000185551/ENSG00000167332/ENSG00000151623/ENSG00000170915/ENSG00000143365/ENSG00000132170/ENSG00000116833/ENSG00000164749/ENSG00000012504/ENSG00000144852/ENSG00000101076
BP	GO:0050853	B cell receptor signaling pathway	78	-0.535564854687522	-1.96837600191292	1.20993414991887e-05	0.00059846367890362	0.000524649735665478	11457	tags=45%, list=20%, signal=36%	ENSG00000081189/ENSG00000284357/ENSG00000134242/ENSG00000114861/ENSG00000203896/ENSG00000035720/ENSG00000135605/ENSG00000095585/ENSG00000166501/ENSG00000169224/ENSG00000162894/ENSG00000177455/ENSG00000156738/ENSG00000160856/ENSG00000012124/ENSG00000007312/ENSG00000113263/ENSG00000254087/ENSG00000211893/ENSG00000211896/ENSG00000222037/ENSG00000211592/ENSG00000153064/ENSG00000136573/ENSG00000182866/ENSG00000211679/ENSG00000105369/ENSG00000211675/ENSG00000211897/ENSG00000211890/ENSG00000154822/ENSG00000101096/ENSG00000211899/ENSG00000211895/ENSG00000211898
BP	GO:0072329	monocarboxylic acid catabolic process	123	-0.445761837710511	-1.73048868817225	1.22575680741704e-05	0.000602524184714189	0.000528209422535841	8784	tags=29%, list=15%, signal=25%	ENSG00000131373/ENSG00000134324/ENSG00000175198/ENSG00000101986/ENSG00000060971/ENSG00000111863/ENSG00000242612/ENSG00000128928/ENSG00000161533/ENSG00000117528/ENSG00000122971/ENSG00000140263/ENSG00000122787/ENSG00000242110/ENSG00000166816/ENSG00000117480/ENSG00000107537/ENSG00000076555/ENSG00000214456/ENSG00000093217/ENSG00000140526/ENSG00000101323/ENSG00000165475/ENSG00000166796/ENSG00000153093/ENSG00000181092/ENSG00000140284/ENSG00000186115/ENSG00000186204/ENSG00000167315/ENSG00000101577/ENSG00000172482/ENSG00000073067/ENSG00000105398/ENSG00000124253/ENSG00000163586
BP	GO:1903509	liposaccharide metabolic process	114	-0.453002941471065	-1.79090715801255	1.37430726645989e-05	0.000667255687531508	0.000584957003115088	5103	tags=19%, list=9%, signal=18%	ENSG00000170266/ENSG00000143653/ENSG00000162630/ENSG00000176920/ENSG00000115850/ENSG00000179163/ENSG00000184005/ENSG00000156413/ENSG00000054983/ENSG00000174607/ENSG00000161395/ENSG00000207608/ENSG00000182156/ENSG00000154252/ENSG00000103089/ENSG00000196371/ENSG00000204099/ENSG00000249948/ENSG00000177511/ENSG00000128242/ENSG00000266200/ENSG00000172461
BP	GO:0010811	positive regulation of cell-substrate adhesion	126	-0.436180498520444	-1.69524354161416	1.36718135613309e-05	0.000667255687531508	0.000584957003115088	6669	tags=19%, list=11%, signal=17%	ENSG00000079691/ENSG00000173402/ENSG00000096968/ENSG00000120156/ENSG00000147459/ENSG00000128052/ENSG00000092929/ENSG00000104522/ENSG00000107742/ENSG00000126353/ENSG00000141293/ENSG00000173376/ENSG00000248905/ENSG00000149177/ENSG00000086548/ENSG00000151882/ENSG00000171564/ENSG00000171557/ENSG00000106541/ENSG00000109072/ENSG00000118137/ENSG00000171560/ENSG00000102837/ENSG00000131142
BP	GO:1990868	response to chemokine	91	-0.499351875490265	-1.88167692148915	1.41158984157201e-05	0.000677049818557631	0.000593543135298318	8317	tags=32%, list=14%, signal=27%	ENSG00000172156/ENSG00000136141/ENSG00000126561/ENSG00000275152/ENSG00000172215/ENSG00000183813/ENSG00000090534/ENSG00000163464/ENSG00000096968/ENSG00000121966/ENSG00000254087/ENSG00000111913/ENSG00000186810/ENSG00000198648/ENSG00000126353/ENSG00000144230/ENSG00000117115/ENSG00000129048/ENSG00000135063/ENSG00000121807/ENSG00000112486/ENSG00000106178/ENSG00000064651/ENSG00000121797/ENSG00000173585/ENSG00000178623/ENSG00000275718/ENSG00000131142/ENSG00000160181
BP	GO:1990869	cellular response to chemokine	91	-0.499351875490265	-1.88167692148915	1.41158984157201e-05	0.000677049818557631	0.000593543135298318	8317	tags=32%, list=14%, signal=27%	ENSG00000172156/ENSG00000136141/ENSG00000126561/ENSG00000275152/ENSG00000172215/ENSG00000183813/ENSG00000090534/ENSG00000163464/ENSG00000096968/ENSG00000121966/ENSG00000254087/ENSG00000111913/ENSG00000186810/ENSG00000198648/ENSG00000126353/ENSG00000144230/ENSG00000117115/ENSG00000129048/ENSG00000135063/ENSG00000121807/ENSG00000112486/ENSG00000106178/ENSG00000064651/ENSG00000121797/ENSG00000173585/ENSG00000178623/ENSG00000275718/ENSG00000131142/ENSG00000160181
BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	54	-0.591365205444771	-2.07635892390874	1.43313454591342e-05	0.000683242578093903	0.000598972085739717	5302	tags=31%, list=9%, signal=29%	ENSG00000211893/ENSG00000211896/ENSG00000125730/ENSG00000205403/ENSG00000117322/ENSG00000176919/ENSG00000211897/ENSG00000211890/ENSG00000166278/ENSG00000196352/ENSG00000129654/ENSG00000211895/ENSG00000211898/ENSG00000039537/ENSG00000157131/ENSG00000123838/ENSG00000123843
BP	GO:0019432	triglyceride biosynthetic process	44	-0.636392163549957	-2.15626016389348	1.46061726024842e-05	0.000692175149557243	0.000606802922300492	6987	tags=36%, list=12%, signal=32%	ENSG00000025434/ENSG00000197296/ENSG00000185000/ENSG00000169692/ENSG00000214456/ENSG00000062282/ENSG00000125730/ENSG00000186281/ENSG00000198814/ENSG00000124003/ENSG00000101577/ENSG00000187546/ENSG00000130988/ENSG00000166391/ENSG00000124253/ENSG00000106384
MF	GO:0015106	bicarbonate transmembrane transporter activity	31	-0.695707517486353	-2.16727448295565	1.47697507181502e-05	0.000695760757044288	0.00060994628435669	7405	tags=48%, list=13%, signal=42%	ENSG00000147804/ENSG00000164889/ENSG00000142959/ENSG00000138821/ENSG00000225697/ENSG00000050438/ENSG00000145217/ENSG00000174502/ENSG00000104635/ENSG00000144290/ENSG00000112053/ENSG00000080493/ENSG00000139540/ENSG00000001626/ENSG00000091138
BP	GO:0006575	modified amino acid metabolic process	180	-0.387935404349247	-1.5571189468215	1.49742327079883e-05	0.000701219394384728	0.000614731658538465	7146	tags=19%, list=12%, signal=17%	ENSG00000112394/ENSG00000076351/ENSG00000065621/ENSG00000176454/ENSG00000177000/ENSG00000144908/ENSG00000105755/ENSG00000128965/ENSG00000144645/ENSG00000276950/ENSG00000211452/ENSG00000149435/ENSG00000144035/ENSG00000124479/ENSG00000130707/ENSG00000100121/ENSG00000100031/ENSG00000140274/ENSG00000103316/ENSG00000110195/ENSG00000144837/ENSG00000106688/ENSG00000171766/ENSG00000140279/ENSG00000112303/ENSG00000105707/ENSG00000016391/ENSG00000135346/ENSG00000069764/ENSG00000105641/ENSG00000112299/ENSG00000173597/ENSG00000105398/ENSG00000015413/ENSG00000009765
BP	GO:1901264	carbohydrate derivative transport	90	-0.49566994845527	-1.86523285553219	1.55967108607598e-05	0.00072607276324737	0.000636519636428902	6479	tags=23%, list=11%, signal=21%	ENSG00000117620/ENSG00000124564/ENSG00000203710/ENSG00000198246/ENSG00000137700/ENSG00000181830/ENSG00000112759/ENSG00000164414/ENSG00000174669/ENSG00000130958/ENSG00000129988/ENSG00000108846/ENSG00000091262/ENSG00000100170/ENSG00000160190/ENSG00000101194/ENSG00000183128/ENSG00000069764/ENSG00000182747/ENSG00000137860/ENSG00000169562
CC	GO:0031091	platelet alpha granule	91	-0.497465481439737	-1.87456853895583	1.57139046536531e-05	0.000727250534672578	0.000637552142642215	7064	tags=27%, list=12%, signal=24%	ENSG00000175899/ENSG00000116260/ENSG00000149781/ENSG00000102265/ENSG00000110799/ENSG00000174175/ENSG00000261371/ENSG00000143653/ENSG00000019991/ENSG00000143768/ENSG00000196136/ENSG00000145192/ENSG00000163736/ENSG00000198113/ENSG00000113889/ENSG00000188488/ENSG00000171564/ENSG00000163631/ENSG00000171557/ENSG00000197249/ENSG00000163737/ENSG00000198734/ENSG00000171560/ENSG00000229314/ENSG00000228278
MF	GO:0043177	organic acid binding	186	-0.380886963674697	-1.50879329115886	1.6398987091466e-05	0.000754544092103846	0.000661479338554786	5918	tags=22%, list=10%, signal=19%	ENSG00000174175/ENSG00000105492/ENSG00000107537/ENSG00000076555/ENSG00000101958/ENSG00000108405/ENSG00000107317/ENSG00000166900/ENSG00000105464/ENSG00000188404/ENSG00000162881/ENSG00000164867/ENSG00000170890/ENSG00000178467/ENSG00000185551/ENSG00000153093/ENSG00000198610/ENSG00000181092/ENSG00000110195/ENSG00000184925/ENSG00000106688/ENSG00000273079/ENSG00000132170/ENSG00000164761/ENSG00000186188/ENSG00000188488/ENSG00000007171/ENSG00000177511/ENSG00000106927/ENSG00000163631/ENSG00000073067/ENSG00000114113/ENSG00000021826/ENSG00000124253/ENSG00000012504/ENSG00000187908/ENSG00000145384/ENSG00000101076/ENSG00000163586/ENSG00000142484
MF	GO:0043178	alcohol binding	92	-0.497504054892784	-1.87061137677235	1.69567996273124e-05	0.000775700070812428	0.00068002595889027	3487	tags=23%, list=6%, signal=21%	ENSG00000176919/ENSG00000189058/ENSG00000072858/ENSG00000154822/ENSG00000131748/ENSG00000196511/ENSG00000167780/ENSG00000006025/ENSG00000023171/ENSG00000069018/ENSG00000105963/ENSG00000112212/ENSG00000138207/ENSG00000198099/ENSG00000007062/ENSG00000073067/ENSG00000114113/ENSG00000015520/ENSG00000118137/ENSG00000158874/ENSG00000110245
BP	GO:0006493	protein O-linked glycosylation	99	-0.487129604148338	-1.88609912248847	1.71343561246808e-05	0.000779317783739794	0.000683197466532192	5916	tags=26%, list=10%, signal=24%	ENSG00000181830/ENSG00000115339/ENSG00000182606/ENSG00000109586/ENSG00000162630/ENSG00000182870/ENSG00000073849/ENSG00000106392/ENSG00000130035/ENSG00000156413/ENSG00000119514/ENSG00000198488/ENSG00000130383/ENSG00000171124/ENSG00000136542/ENSG00000174473/ENSG00000257594/ENSG00000183778/ENSG00000187210/ENSG00000179913/ENSG00000156966/ENSG00000196371/ENSG00000140835/ENSG00000140297/ENSG00000118017/ENSG00000172461
BP	GO:0070098	chemokine-mediated signaling pathway	82	-0.505625117463298	-1.90675829990836	1.78946093484604e-05	0.000809245362192659	0.000709433805808735	7326	tags=38%, list=13%, signal=33%	ENSG00000274736/ENSG00000185043/ENSG00000276409/ENSG00000144648/ENSG00000111252/ENSG00000172156/ENSG00000126561/ENSG00000275152/ENSG00000172215/ENSG00000183813/ENSG00000090534/ENSG00000163464/ENSG00000096968/ENSG00000121966/ENSG00000254087/ENSG00000186810/ENSG00000198648/ENSG00000126353/ENSG00000144230/ENSG00000117115/ENSG00000129048/ENSG00000135063/ENSG00000121807/ENSG00000112486/ENSG00000106178/ENSG00000121797/ENSG00000173585/ENSG00000178623/ENSG00000275718/ENSG00000131142/ENSG00000160181
CC	GO:0035580	specific granule lumen	62	-0.560317296868431	-2.01000602437549	1.86953648724224e-05	0.000839770979330415	0.00073619442224529	6998	tags=31%, list=12%, signal=27%	ENSG00000116260/ENSG00000164821/ENSG00000126759/ENSG00000111816/ENSG00000204386/ENSG00000012223/ENSG00000008438/ENSG00000163739/ENSG00000167925/ENSG00000171302/ENSG00000171236/ENSG00000115828/ENSG00000134827/ENSG00000148346/ENSG00000090382/ENSG00000002726/ENSG00000229314/ENSG00000228278/ENSG00000102837
BP	GO:0035270	endocrine system development	140	-0.416164278593993	-1.62277733549187	1.87818376726666e-05	0.000839770979330415	0.00073619442224529	5913	tags=25%, list=10%, signal=23%	ENSG00000139352/ENSG00000010310/ENSG00000064835/ENSG00000070193/ENSG00000101162/ENSG00000149295/ENSG00000120093/ENSG00000125398/ENSG00000171105/ENSG00000076864/ENSG00000126351/ENSG00000142319/ENSG00000147571/ENSG00000180535/ENSG00000169856/ENSG00000128918/ENSG00000125378/ENSG00000016082/ENSG00000130675/ENSG00000164690/ENSG00000106128/ENSG00000135346/ENSG00000216179/ENSG00000162992/ENSG00000141448/ENSG00000173404/ENSG00000118702/ENSG00000169840/ENSG00000119547/ENSG00000185002/ENSG00000125798/ENSG00000118137/ENSG00000139515/ENSG00000106331/ENSG00000275410
MF	GO:0004879	nuclear receptor activity	59	-0.567283299952618	-1.99222823284215	1.93889780681745e-05	0.000862047036132208	0.000755722971303005	8326	tags=37%, list=14%, signal=32%	ENSG00000119508/ENSG00000120798/ENSG00000148200/ENSG00000123358/ENSG00000151090/ENSG00000131759/ENSG00000025434/ENSG00000196482/ENSG00000153234/ENSG00000140526/ENSG00000126351/ENSG00000185551/ENSG00000167332/ENSG00000151623/ENSG00000170915/ENSG00000143365/ENSG00000132170/ENSG00000116833/ENSG00000164749/ENSG00000012504/ENSG00000144852/ENSG00000101076
BP	GO:0030193	regulation of blood coagulation	69	-0.545775831967814	-2.02862097507942	1.99159147944533e-05	0.000877086933000237	0.000768907861538454	4064	tags=28%, list=7%, signal=26%	ENSG00000164344/ENSG00000164867/ENSG00000003436/ENSG00000115718/ENSG00000079385/ENSG00000133216/ENSG00000113889/ENSG00000001561/ENSG00000057593/ENSG00000180210/ENSG00000088926/ENSG00000171564/ENSG00000171557/ENSG00000125798/ENSG00000163737/ENSG00000109072/ENSG00000091583/ENSG00000171560/ENSG00000127324
BP	GO:1902476	chloride transmembrane transport	111	-0.45763821244372	-1.76217351062394	2.00597339996263e-05	0.000877086933000237	0.000768907861538454	6560	tags=31%, list=11%, signal=27%	ENSG00000164889/ENSG00000142959/ENSG00000186510/ENSG00000225697/ENSG00000171365/ENSG00000185101/ENSG00000101958/ENSG00000113504/ENSG00000187730/ENSG00000050438/ENSG00000145864/ENSG00000145217/ENSG00000174502/ENSG00000163288/ENSG00000167608/ENSG00000189143/ENSG00000166206/ENSG00000146205/ENSG00000036828/ENSG00000171714/ENSG00000086159/ENSG00000094755/ENSG00000112053/ENSG00000073464/ENSG00000159212/ENSG00000106688/ENSG00000064651/ENSG00000151834/ENSG00000162383/ENSG00000112782/ENSG00000132911/ENSG00000001626/ENSG00000016490/ENSG00000091138
BP	GO:0030216	keratinocyte differentiation	178	0.591756066728821	1.58851424762846	1.99867527468659e-05	0.000877086933000237	0.000768907861538454	11666	tags=48%, list=20%, signal=39%	ENSG00000105141/ENSG00000186930/ENSG00000184148/ENSG00000073282/ENSG00000244057/ENSG00000167768/ENSG00000189182/ENSG00000186844/ENSG00000203782/ENSG00000240386/ENSG00000163202/ENSG00000197084/ENSG00000159455/ENSG00000235942/ENSG00000159450/ENSG00000185966/ENSG00000187238/ENSG00000184724/ENSG00000187223/ENSG00000170484/ENSG00000185640/ENSG00000204539/ENSG00000186847/ENSG00000128422/ENSG00000196734/ENSG00000186081/ENSG00000161850/ENSG00000170454/ENSG00000212938/ENSG00000109101/ENSG00000081277/ENSG00000185962/ENSG00000185668/ENSG00000187173/ENSG00000162891/ENSG00000177494/ENSG00000186832/ENSG00000187180/ENSG00000143631/ENSG00000159516/ENSG00000185069/ENSG00000115008/ENSG00000187170/ENSG00000204021/ENSG00000186207/ENSG00000154227/ENSG00000135443/ENSG00000139648/ENSG00000156535/ENSG00000175793/ENSG00000172155/ENSG00000185479/ENSG00000186442/ENSG00000205420/ENSG00000099284/ENSG00000179593/ENSG00000062038/ENSG00000161849/ENSG00000169469/ENSG00000204103/ENSG00000196139/ENSG00000186049/ENSG00000186395/ENSG00000197915/ENSG00000117595/ENSG00000165794/ENSG00000122592/ENSG00000169474/ENSG00000096696/ENSG00000163207/ENSG00000170465/ENSG00000167769/ENSG00000285946/ENSG00000204020/ENSG00000144452/ENSG00000143556/ENSG00000167754/ENSG00000172867/ENSG00000121552/ENSG00000114251/ENSG00000205426/ENSG00000170486/ENSG00000127152/ENSG00000129116/ENSG00000003137/ENSG00000101384
